epoch,batch,loss,dec_params_norm
0,0,8.226555145859033,19.302940368652344
0,1,8.217203856913557,19.301963806152344
0,2,8.214637863805285,19.30166244506836
0,3,8.212217564338545,19.30144500732422
0,4,8.210365796107508,19.301301956176758
0,5,8.208494706865217,19.301170349121094
0,6,8.206505614200658,19.301027297973633
0,7,8.204808096857677,19.30086898803711
0,8,8.203250861666536,19.300701141357422
0,9,8.2011809065438,19.30052947998047
1,0,8.199336139742448,19.30036735534668
1,1,8.19746077370789,19.300222396850586
1,2,8.196012892356517,19.30010223388672
1,3,8.194492685336774,19.30001449584961
1,4,8.192243212355871,19.299968719482422
1,5,8.190845127507002,19.299968719482422
1,6,8.188889521389678,19.30000877380371
1,7,8.187810316603745,19.30008888244629
1,8,8.18595229425032,19.300209045410156
1,9,8.184090458509857,19.30036163330078
2,0,8.182530136001885,19.3005428314209
2,1,8.181493041963352,19.300750732421875
2,2,8.179740819995452,19.30097770690918
2,3,8.17827076738903,19.301219940185547
2,4,8.1766273564757,19.301477432250977
2,5,8.174906456946802,19.30174446105957
2,6,8.173588972524957,19.302019119262695
2,7,8.172315419961269,19.30229949951172
2,8,8.170555401587528,19.302581787109375
2,9,8.169712191229854,19.30286979675293
3,0,8.16806815447002,19.303157806396484
3,1,8.166701821250943,19.30344581604004
3,2,8.165407859632403,19.30373191833496
3,3,8.163794265737579,19.304014205932617
3,4,8.162492227288597,19.304296493530273
3,5,8.16161354754848,19.304576873779297
3,6,8.160019339789583,19.304853439331055
3,7,8.158724783677581,19.305133819580078
3,8,8.157544694084013,19.305408477783203
3,9,8.156488951890687,19.305688858032227
4,0,8.155222336368185,19.305971145629883
4,1,8.153834592732272,19.306257247924805
4,2,8.152716375911716,19.30655288696289
4,3,8.151612158346705,19.306861877441406
4,4,8.150398412100579,19.30718231201172
4,5,8.14944187141144,19.30752182006836
4,6,8.148279476738173,19.30788230895996
4,7,8.147146217851427,19.30826187133789
4,8,8.145913823804685,19.308666229248047
4,9,8.144953145368023,19.309093475341797
5,0,8.143864863672682,19.309545516967773
5,1,8.142723586894341,19.310020446777344
5,2,8.141787785353442,19.31052017211914
5,3,8.140790171213478,19.31104278564453
5,4,8.139753066585833,19.311582565307617
5,5,8.138425578843869,19.312145233154297
5,6,8.137480468910207,19.312725067138672
5,7,8.136559157093735,19.31332015991211
5,8,8.135282171095474,19.313928604125977
5,9,8.134532421727261,19.31454849243164
6,0,8.133429165591524,19.315174102783203
6,1,8.13267995769462,19.31580352783203
6,2,8.131452567437098,19.31643295288086
6,3,8.130686054325912,19.317058563232422
6,4,8.12932044565612,19.317678451538086
6,5,8.128698661623684,19.31829071044922
6,6,8.127658025779105,19.31888771057129
6,7,8.126744549586833,19.319475173950195
6,8,8.125921355763232,19.320045471191406
6,9,8.125244805947675,19.320600509643555
7,0,8.12411999665944,19.321138381958008
7,1,8.123167121503453,19.321653366088867
7,2,8.122434537053866,19.3221492767334
7,3,8.121889407458886,19.32262420654297
7,4,8.120979205408368,19.323078155517578
7,5,8.120020888705222,19.32351303100586
10,0,8.103890058172663,19.328285217285156
10,1,8.103311337267723,19.32749366760254
10,2,8.102475487753422,19.326948165893555
10,3,8.101818116053108,19.326337814331055
10,4,8.101108859439085,19.325702667236328
10,5,8.100436399919039,19.32504653930664
10,0,8.103890058172663,19.328285217285156
10,1,8.103311337267723,19.32749366760254
10,2,8.102475487753422,19.326948165893555
10,3,8.101818116053108,19.326337814331055
10,4,8.101108859439085,19.325702667236328
10,5,8.100436399919039,19.32504653930664
10,6,8.09976459548099,19.324377059936523
10,7,8.099037670770645,19.323760986328125
10,8,8.09837962909767,19.32318687438965
10,9,8.097730598070946,19.322628021240234
11,0,8.097042917307482,19.32208824157715
11,1,8.09628698944114,19.321613311767578
11,2,8.09568018152728,19.32120132446289
11,3,8.095418447835566,19.320844650268555
11,4,8.094639237522879,19.320558547973633
11,5,8.093894368941974,19.3203125
11,6,8.093583108507913,19.320112228393555
11,7,8.093153053731363,19.319976806640625
11,8,8.092605056793168,19.319887161254883
11,9,8.092066590189312,19.319826126098633
12,0,8.091352701077806,19.319786071777344
12,1,8.090931560716975,19.31977081298828
12,2,8.090478894421098,19.319778442382812
12,3,8.089865080463266,19.319786071777344
12,4,8.089490440120318,19.319778442382812
12,5,8.089215416167793,19.319738388061523
12,6,8.088492912294642,19.319660186767578
12,7,8.088038388814486,19.319538116455078
12,8,8.087390871790761,19.319372177124023
12,9,8.08700234289006,19.319177627563477
13,0,8.086439968404708,19.3189640045166
13,1,8.086057410212272,19.31874656677246
13,2,8.085329832796704,19.31853675842285
13,3,8.084908694975882,19.318334579467773
13,4,8.084486857619382,19.31814193725586
13,5,8.083742730881243,19.317989349365234
13,6,8.083437889020763,19.31787109375
13,7,8.0826837633489,19.31778335571289
13,8,8.082420155078426,19.317720413208008
13,9,8.082136251089427,19.317691802978516
14,0,8.081544250554435,19.317689895629883
14,1,8.080911497042946,19.317718505859375
14,2,8.080791727719905,19.317771911621094
14,3,8.080250100521521,19.317825317382812
14,4,8.079988144192185,19.317880630493164
14,5,8.079423955741177,19.31792449951172
14,6,8.079105696388558,19.31797218322754
14,7,8.078780428741895,19.31801414489746
14,8,8.078270486530066,19.31803321838379
14,9,8.077786912026216,19.31802749633789
15,0,8.077596207057978,19.318004608154297
15,1,8.077143756379991,19.317956924438477
15,2,8.076925420320437,19.317893981933594
15,3,8.076501300019384,19.317827224731445
15,4,8.076258211930542,19.317758560180664
15,5,8.075747801390474,19.317710876464844
15,6,8.075361602166502,19.317663192749023
15,7,8.075091011046228,19.3176326751709
15,8,8.074630849562443,19.317607879638672
15,9,8.074318617939937,19.317598342895508
16,0,8.073909864474382,19.317590713500977
16,1,8.073875384730464,19.317590713500977
16,2,8.07337059404029,19.317590713500977
16,3,8.07291551097178,19.317596435546875
16,4,8.072673383699044,19.317609786987305
16,5,8.072185740597101,19.317628860473633
16,6,8.071599938113074,19.317649841308594
16,7,8.071372376270247,19.317657470703125
16,8,8.071162899850068,19.31767463684082
16,9,8.070733468974217,19.31771469116211
17,0,8.070296833628776,19.317777633666992
17,1,8.069793257625376,19.317848205566406
17,2,8.069484946369148,19.317951202392578
17,3,8.069211306151258,19.318065643310547
17,4,8.068631883103167,19.318174362182617
17,5,8.068119397673755,19.318307876586914
17,6,8.067893982305511,19.318466186523438
17,7,8.067356741270396,19.318641662597656
17,8,8.067123430647875,19.318817138671875
17,9,8.066688073065507,19.318971633911133
18,0,8.065911059578474,19.319103240966797
18,1,8.065448137385193,19.319223403930664
18,2,8.065035750580996,19.31930923461914
18,3,8.064571485134795,19.319355010986328
18,4,8.064179250753025,19.319358825683594
18,5,8.063570958968368,19.31930923461914
18,6,8.063074165620446,19.319223403930664
18,7,8.062485228048917,19.319110870361328
18,8,8.061976017049325,19.31897735595703
18,9,8.06157722214863,19.31879425048828
19,0,8.06098360088059,19.31856346130371
19,1,8.060502170754887,19.318252563476562
19,2,8.059842462494617,19.31788444519043
