epoch,avg_loss,val_fidelity
0,0.9789243886838923,0.046415603072381593
1,0.9299454265731969,0.09851858402721804
2,0.8772271286047403,0.15366853062200633
3,0.819864269646265,0.21256690387243185
4,0.7607374391475946,0.2726217965937423
5,0.700027049020201,0.33152418804028877
6,0.6474953295010732,0.375513060043586
7,0.6081152007368104,0.4106877068989314
8,0.5758407498151266,0.44004341166197114
9,0.5468348267281616,0.4695702356860041
10,0.5158976887613843,0.5003009862303206
11,0.4885904732685386,0.5238093845090559
12,0.46758492157291087,0.5422455652755875
13,0.4504754718221345,0.5581272655903523
14,0.4350642695573462,0.573364874585234
15,0.41925690698265977,0.5899570545710956
16,0.40193376166520506,0.6084731662661038
17,0.3825525587121369,0.6282824477928465
18,0.3636774200220193,0.645325664946127
19,0.3487938462670745,0.6575769514632126
20,0.33838514368189637,0.6662288369783801
21,0.3303321737228804,0.6737265621163069
22,0.3231506872260333,0.6805615448229928
23,0.3166967081194792,0.6863549326721254
24,0.3117282445840309,0.6902837581223963
25,0.3085488197512761,0.6929047470814971
26,0.305993594350422,0.695331859437662
27,0.3035994617884412,0.6976946770415879
28,0.3012758156471596,0.699955242895329
29,0.2990978101324543,0.7020108331015186
30,0.2971785128344533,0.7037453000892983
31,0.29560392870027186,0.705137084796111
32,0.2943236148460932,0.7063078817862385
33,0.29320616924202314,0.7073772869479269
34,0.29214910576342906,0.7084375847475751
35,0.29105142659887473,0.7096048586968152
36,0.2897861652782049,0.7110151146101481
37,0.28822000032799006,0.71278934647391
38,0.2862566847092917,0.714993241880356
39,0.28381431222243864,0.7177911825341394
40,0.2812792631827136,0.7200123448488955
41,0.2787938956583305,0.7227583133833267
42,0.27584977523741505,0.7258778788045293
43,0.2727487985979532,0.7288674938986628
44,0.26990734172255754,0.7315507123250122
45,0.2672953137475301,0.7341029390308914
46,0.26476046694513,0.7366330751327099
47,0.2622128508189851,0.7392044245902664
48,0.25964461249843224,0.7417364822457477
49,0.2572151320816479,0.7439899841336289
50,0.2555568558347067,0.7451700961663495
51,0.2542928485813608,0.7463112298894078
52,0.2532519541994406,0.7472534046899566
53,0.2523775998266556,0.7480543312414788
54,0.25161563147149774,0.7487783379422267
55,0.25090810452982854,0.7494729316208469
56,0.2502163973060464,0.7501638738953226
57,0.24952410278936532,0.7508573269651068
58,0.24883279549185514,0.7515424685686316
59,0.24816088366387415,0.752191872258452
60,0.2477527754968357,0.7525406941837868
61,0.24729451216191278,0.7529036192771741
62,0.24694412334578866,0.7532336645956482
63,0.24663337220015652,0.7535251720901839
64,0.24635438607998533,0.753789696852578
65,0.2460961706414905,0.7540428846262449
66,0.24584203727868198,0.7543009842668591
67,0.24557695290749543,0.7545762156256144
68,0.24529126078935054,0.754875716894126
69,0.2449786489434584,0.7552056397676972
70,0.24485500029278495,0.755363190636536
71,0.24448447440715215,0.7556821541654829
72,0.24418754122745873,0.755977214945055
73,0.24387682098401015,0.7563055371683048
74,0.24353479857674049,0.7566649941759264
75,0.24316497064908887,0.7570458355269462
76,0.24277880212018316,0.757436749847934
77,0.2423848376368997,0.7578350676423758
78,0.24198012601436977,0.758249918866547
79,0.24155313361567377,0.758693884290881
80,0.2410945833915512,0.7591689983866363
81,0.24061124274401666,0.759656775004156
82,0.24013199721251852,0.7601163684929622
83,0.23970294900706354,0.760500566149264
84,0.23936307597943748,0.7607853537809649
85,0.23912037375986542,0.7609806122788805
86,0.23895604900246284,0.761111921694198
87,0.23884459536191222,0.7612028273263345
88,0.23876496397410757,0.7612720640465616
89,0.23869913396514814,0.7613368859346955
90,0.23862916170807633,0.7614175554154766
91,0.2385309392524025,0.7615440753999841
92,0.2383669320653715,0.7617647657449462
93,0.2380795305324927,0.7621471426274468
94,0.2376002012760002,0.7627537634521958
95,0.2368721146901586,0.7636516220659512
96,0.23575605121282459,0.7651191366389909
97,0.23387610786680374,0.7674800514739984
98,0.23146267078209606,0.7696350451932051
99,0.22979746738332407,0.7707575759353972
100,0.2292098220052509,0.7710536850547196
101,0.22877518143188275,0.7714400390106051
102,0.22837350231141035,0.7718747208570992
103,0.22788689290845618,0.7724316754646491
104,0.22725562003159405,0.7731610071016728
105,0.2264379309620443,0.7740885437003326
106,0.22542765285410454,0.7751878926008811
107,0.22428405835301968,0.7763642879712156
108,0.22311674015630314,0.7775017604084966
109,0.22202419058243014,0.7785347039188727
110,0.2210356531564593,0.7794777014075497
111,0.22011129160975984,0.7803921229300069
112,0.2191837541674567,0.7813483339438582
