epoch,avg_loss,val_fidelity
113,0.21818312765123263,0.782416312185468
114,0.217039824601384,0.7836620604981019
115,0.21569957347126242,0.785116758251373
116,0.2141704445579095,0.7867134439246143
117,0.2125651188134104,0.7883036502006178
118,0.2110101398424023,0.7898141443055858
119,0.20953658018092886,0.7912364491889836
120,0.20861817732962132,0.7917812867178573
121,0.20790076076564698,0.7924563261377943
122,0.20727365979301154,0.7930560125971872
123,0.206679131603242,0.7936370211044194
124,0.20611442631203203,0.7941835325520028
125,0.20558435254376098,0.7946917892044414
126,0.20509573276528034,0.7951543206429014
127,0.2046585817969972,0.7955577532456898
128,0.20428700614875978,0.7958880978202332
129,0.2039927197615869,0.7961383967437311
130,0.20377615031049823,0.7963172324418206
131,0.2036210818680655,0.7964481924647911
132,0.2035017469587695,0.7965566515784227
133,0.20339734018963132,0.7966578319568851
134,0.20329724337971586,0.7967574371988128
135,0.20319737601626783,0.79685795496587
136,0.20309546529671732,0.7969618588812846
137,0.2029891152023799,0.7970718940415031
138,0.2028753491735607,0.797191076953099
139,0.20275069959328476,0.7973230699540446
140,0.20286122994739197,0.7972830229646606
141,0.20266478793701595,0.7973921776428733
142,0.2025699664452662,0.7974705183243502
143,0.2024943143186312,0.7975463843321512
144,0.2024180231764054,0.7976264813468865
145,0.20233385932405595,0.7977164976675024
146,0.20223838290529522,0.7978193055655677
147,0.20212850126379062,0.7979382869595658
148,0.20200099883214154,0.798077055672476
149,0.20185152771607742,0.7982408609700796
150,0.201673992378078,0.7984369526083033
151,0.20145974845910483,0.7986754177984543
152,0.20119711049123104,0.7989697734992675
153,0.2008715735015863,0.7993369482375945
154,0.20046440371829224,0.7997973743500661
155,0.19995134437245413,0.8003829637113473
156,0.19928535270370845,0.8011662160617388
157,0.1983677246930547,0.802271207659047
158,0.1970962310023181,0.8037236054851928
159,0.19560156929448994,0.8051668777856333
160,0.1947500243130425,0.8055754758478836
161,0.19424660046324282,0.8059668298092671
162,0.19387923451158767,0.8062919857873591
163,0.19358873344461774,0.8065417317796951
164,0.19337077083604348,0.8067244661891402
165,0.19321288200097864,0.8068552084991559
166,0.19310007163987805,0.806948341851099
167,0.19302004540704562,0.8070142501722878
168,0.19296366485697855,0.8070598921462661
169,0.1929252338077157,0.8070904546877182
170,0.19289994887138756,0.8071100680947608
171,0.19288402121392076,0.8071220815474546
172,0.19287410599470384,0.8071291161256122
173,0.19286871511701362,0.8071330657246623
174,0.1928657603269147,0.8071352019362761
175,0.19286410878668758,0.8071363254294427
176,0.19286321651345703,0.807136910617229
177,0.19286276487469928,0.8071372228642374
178,0.19286264156679228,0.8071374021355937
179,0.19286243042506065,0.8071375183007663
180,0.19286229125670076,0.8071376044515258
181,0.19286225474309168,0.8071376753612429
182,0.19286215580525584,0.8071377378070997
183,0.19286221575618373,0.8071377945163601
184,0.1928620766677031,0.8071378464272072
185,0.192862042880764,0.8071378938291229
186,0.1928621844618592,0.8071376204252203
187,0.19286241265485576,0.8071375951491595
188,0.19286206712384782,0.8071379469955298
189,0.19286180347471904,0.8071377187351898
190,0.1928634251464078,0.8071380407927242
191,0.19286227314862553,0.8071374346255075
192,0.19286203610574196,0.8071380596736927
193,0.19286173470451934,0.8071381788558257
194,0.1928618293163431,0.8071373412372991
195,0.19286340365637317,0.8071379616423483
196,0.19286226757869698,0.8071376735580061
197,0.1928617589612885,0.8071382146946985
198,0.1928615813025673,0.8071381138179758
199,0.19286564654706354,0.8071295131251122
200,0.1935955166003614,0.8065174469179424
201,0.19307945710840307,0.806958115472323
202,0.19295339884481283,0.8071227317602262
203,0.19289227032165635,0.8071334014356359
204,0.1928719849116361,0.8071355098530512
205,0.19286527537877549,0.8071374413848968
206,0.19286277180441108,0.8071380418699812
207,0.19286206967172345,0.8071381257418286
208,0.1928616790394489,0.8071382514184074
209,0.1928615962109024,0.8071384021270385
210,0.1928615817719735,0.807138412336554
211,0.1928615805100453,0.8071384316037313
212,0.19286124024072143,0.8071384392273907
213,0.192861361802797,0.8071384479338336
214,0.19286144726408067,0.8071384546698016
215,0.19286141900524095,0.8071384618775708
216,0.19286137190921943,0.8071384690847446
217,0.1928613589183565,0.8071384766187745
218,0.19286147235930307,0.8071384842161563
219,0.19286140012677525,0.8071384920736727
220,0.19286135440548685,0.8071385000683567
221,0.19286138848939838,0.8071385080395823
222,0.19286135007633537,0.8071385075831856
223,0.19286147497773126,0.8071385225393215
224,0.19286137164874906,0.8071385270958951
225,0.1928613767214317,0.807138537206898
226,0.1928615138465341,0.8071385509099159
227,0.19286139712521091,0.8071385565887045
228,0.19286132766569092,0.8071385438941703
229,0.19286118027310512,0.8071385805869823
230,0.19286137208410384,0.8071385790996759
231,0.19286122874565664,0.8071385980352173
232,0.1928612875126549,0.8071385664003251
233,0.19286126776014673,0.8071386211865107
234,0.19286124798723336,0.8071386287685502
235,0.19286125309415744,0.8071386429054854
236,0.19286124433690363,0.8071386501887005
237,0.1928611192465305,0.8071386668836906
238,0.19286111311337653,0.8071386699256805
239,0.19286141221911596,0.8071383472479147
