avg_loss_min,avg_loss_max,avg_loss_final,val_fidelity_min,val_fidelity_max,val_fidelity_final,best_val_epoch
0.19286111311337653,0.9789243886838923,0.19286141221911596,0.046415603072381593,0.8071386699256805,0.8071383472479147,238
